region,assessment,year,use_idcntry_raw_str,idcntry_raw,idcntry_raw_str,national_level,countrycode,notes
WLD,PISA,2018,1,,LVA,1,LVA,
WLD,PISA,2018,1,,MAC,1,MAC,
WLD,PISA,2018,1,,MAR,1,MAR,
WLD,PISA,2018,1,,MDA,1,MDA,
WLD,PISA,2018,1,,MEX,1,MEX,
WLD,PISA,2018,1,,MKD,1,MKD,
WLD,PISA,2018,1,,MLT,1,MLT,
WLD,PISA,2018,1,,MNE,1,MNE,
WLD,PISA,2018,1,,MYS,1,MYS,
WLD,PISA,2018,1,,NLD,1,NLD,
WLD,PISA,2018,1,,NOR,1,NOR,
WLD,PISA,2018,1,,NZL,1,NZL,
WLD,PISA,2018,1,,PAN,1,PAN,
WLD,PISA,2018,1,,PER,1,PER,
WLD,PISA,2018,1,,PHL,1,PHL,
WLD,PISA,2018,1,,POL,1,POL,
WLD,PISA,2018,1,,PRT,1,PRT,
WLD,PISA,2018,1,,QAT,1,QAT,
WLD,PISA,2018,1,,QAZ,0,AZE,Baku City only
WLD,PISA,2018,1,,QCI,0,CHN,"Beijing, Shaanxi, Jiangxi, Guizhou"
WLD,PISA,2018,1,,QMR,0,RUS,Moscow
WLD,PISA,2018,1,,QRT,0,RUS,Tatarstan (RUS)
WLD,PISA,2018,1,,ROU,1,ROU,
WLD,PISA,2018,1,,RUS,1,RUS,
WLD,PISA,2018,1,,SAU,1,SAU,
WLD,PISA,2018,1,,SGP,1,SGP,
WLD,PISA,2018,1,,SRB,1,SRB,
WLD,PISA,2018,1,,SVK,1,SVK,
WLD,PISA,2018,1,,SVN,1,SVN,
WLD,PISA,2018,1,,SWE,1,SWE,
WLD,PISA,2018,1,,TAP,1,TWN,
WLD,PISA,2018,1,,THA,1,THA,
WLD,PISA,2018,1,,TUR,1,TUR,
WLD,PISA,2018,1,,UKR,1,UKR,
WLD,PISA,2018,1,,URY,1,URY,
WLD,PISA,2018,1,,USA,1,USA,
WLD,PISA,2018,1,,VNM,1,VNM,
WLD,PISA-D,2017,1,,BTN,0,BTN,
WLD,PISA-D,2017,1,,ECU,1,ECU,
WLD,PISA-D,2017,1,,GTM,1,GTM,
WLD,PISA-D,2017,1,,HND,1,HND,
WLD,PISA-D,2017,1,,KHM,1,KHM,
WLD,PISA-D,2017,1,,PRY,1,PRY,
WLD,PISA-D,2017,1,,SEN,1,SEN,
WLD,PISA-D,2017,1,,ZMB,1,ZMB,
WLD,TIMSS,2003,0,36,,1,AUS,
WLD,TIMSS,2003,0,48,,1,BHR,
WLD,TIMSS,2003,0,51,,1,ARM,
WLD,TIMSS,2003,0,72,,1,BWA,
WLD,TIMSS,2003,0,100,,1,BGR,
WLD,TIMSS,2003,0,152,,1,CHL,
WLD,TIMSS,2003,0,158,,0,TWN,Taiwan
WLD,TIMSS,2003,0,196,,1,CYP,
WLD,TIMSS,2003,0,233,,1,EST,
WLD,TIMSS,2003,0,275,,1,PSE,
WLD,TIMSS,2003,0,288,,1,GHA,
WLD,TIMSS,2003,0,344,,1,HKG,
WLD,TIMSS,2003,0,348,,1,HUN,
WLD,TIMSS,2003,0,360,,1,IDN,
WLD,TIMSS,2003,0,364,,1,IRN,
WLD,TIMSS,2003,0,376,,1,ISR,
WLD,TIMSS,2003,0,380,,1,ITA,
WLD,TIMSS,2003,0,392,,1,JPN,
WLD,TIMSS,2003,0,400,,1,JOR,
WLD,TIMSS,2003,0,410,,1,KOR,
WLD,TIMSS,2003,0,422,,1,LBN,
WLD,TIMSS,2003,0,428,,1,LVA,
WLD,TIMSS,2003,0,440,,1,LTU,
WLD,TIMSS,2003,0,458,,1,MYS,
WLD,TIMSS,2003,0,498,,1,MDA,
WLD,TIMSS,2003,0,504,,1,MAR,
WLD,TIMSS,2003,0,528,,1,NLD,
WLD,TIMSS,2003,0,554,,1,NZL,
WLD,TIMSS,2003,0,578,,1,NOR,
WLD,TIMSS,2003,0,608,,1,PHL,
WLD,TIMSS,2003,0,642,,1,ROU,
WLD,TIMSS,2003,0,643,,1,RUS,
WLD,TIMSS,2003,0,682,,1,SAU,
WLD,TIMSS,2003,0,702,,1,SGP,
WLD,TIMSS,2003,0,703,,1,SVK,
WLD,TIMSS,2003,0,705,,1,SVN,
WLD,TIMSS,2003,0,710,,1,ZAF,
WLD,TIMSS,2003,0,752,,1,SWE,
WLD,TIMSS,2003,0,760,,1,SYR,
WLD,TIMSS,2003,0,788,,1,TUN,
WLD,TIMSS,2003,0,807,,1,MKD,
WLD,TIMSS,2003,0,818,,1,EGY,
WLD,TIMSS,2003,0,840,,1,USA,
WLD,TIMSS,2003,0,887,,1,YEM,
WLD,TIMSS,2003,0,891,,1,SRB,
WLD,TIMSS,2003,0,926,,1,GBR,England/Scotland/N.Ireland
WLD,TIMSS,2003,0,927,,1,GBR,England/Scotland/N.Ireland
WLD,TIMSS,2003,0,956,,1,BEL,
WLD,TIMSS,2003,0,3724,,1,ESP,
WLD,TIMSS,2003,0,9132,,0,CAN,Canadian Province
WLD,TIMSS,2003,0,9133,,0,CAN,Canadian Province
WLD,TIMSS,2003,0,11800,,0,USA,US some state
WLD,TIMSS,2007,0,12,,1,DZA,
WLD,TIMSS,2007,0,36,,1,AUS,
WLD,TIMSS,2007,0,40,,1,AUT,
WLD,TIMSS,2007,0,48,,1,BHR,
WLD,TIMSS,2007,0,51,,1,ARM,
WLD,TIMSS,2007,0,70,,1,BIH,
WLD,TIMSS,2007,0,72,,1,BWA,
WLD,TIMSS,2007,0,100,,1,BGR,
WLD,TIMSS,2007,0,158,,0,TWN,Taiwan
WLD,TIMSS,2007,0,170,,1,COL,
WLD,TIMSS,2007,0,196,,1,CYP,
WLD,TIMSS,2007,0,203,,1,CZE,
WLD,TIMSS,2007,0,208,,1,DNK,
WLD,TIMSS,2007,0,222,,1,SLV,
WLD,TIMSS,2007,0,268,,1,GEO,
WLD,TIMSS,2007,0,275,,1,PSE,
WLD,TIMSS,2007,0,276,,1,DEU,
WLD,TIMSS,2007,0,288,,1,GHA,
WLD,TIMSS,2007,0,344,,1,HKG,
WLD,TIMSS,2007,0,348,,1,HUN,
WLD,TIMSS,2007,0,360,,1,IDN,
WLD,TIMSS,2007,0,364,,1,IRN,
WLD,TIMSS,2007,0,376,,1,ISR,
WLD,TIMSS,2007,0,380,,1,ITA,
WLD,TIMSS,2007,0,392,,1,JPN,
WLD,TIMSS,2007,0,398,,1,KAZ,
WLD,TIMSS,2007,0,400,,1,JOR,
WLD,TIMSS,2007,0,410,,1,KOR,
WLD,TIMSS,2007,0,414,,1,KWT,
WLD,TIMSS,2007,0,422,,1,LBN,
WLD,TIMSS,2007,0,428,,1,LVA,
WLD,TIMSS,2007,0,440,,1,LTU,
WLD,TIMSS,2007,0,458,,1,MYS,
WLD,TIMSS,2007,0,470,,1,MLT,
WLD,TIMSS,2007,0,496,,1,MNG,
WLD,TIMSS,2007,0,504,,1,MAR,
WLD,TIMSS,2007,0,512,,1,OMN,
WLD,TIMSS,2007,0,528,,1,NLD,
WLD,TIMSS,2007,0,554,,1,NZL,
WLD,TIMSS,2007,0,578,,1,NOR,
WLD,TIMSS,2007,0,634,,1,QAT,
WLD,TIMSS,2007,0,642,,1,ROU,
WLD,TIMSS,2007,0,643,,1,RUS,
WLD,TIMSS,2007,0,682,,1,SAU,
WLD,TIMSS,2007,0,702,,1,SGP,
WLD,TIMSS,2007,0,703,,1,SVK,
WLD,TIMSS,2007,0,705,,1,SVN,
WLD,TIMSS,2007,0,752,,1,SWE,
WLD,TIMSS,2007,0,760,,1,SYR,
WLD,TIMSS,2007,0,764,,1,THA,
WLD,TIMSS,2007,0,788,,1,TUN,
WLD,TIMSS,2007,0,792,,1,TUR,
WLD,TIMSS,2007,0,804,,1,UKR,
WLD,TIMSS,2007,0,818,,1,EGY,
WLD,TIMSS,2007,0,840,,1,USA,
WLD,TIMSS,2007,0,887,,1,YEM,
WLD,TIMSS,2007,0,891,,1,SRB,
WLD,TIMSS,2007,0,926,,1,GBR,England/Scotland/N.Ireland
WLD,TIMSS,2007,0,927,,1,GBR,England/Scotland/N.Ireland
WLD,TIMSS,2007,0,3724,,0,ESP,Spain  some subset
WLD,TIMSS,2007,0,7841,,0,ARE,Emirates some city
WLD,TIMSS,2007,0,9132,,0,CAN,Canadian Province
WLD,TIMSS,2007,0,9133,,0,CAN,Canadian Province
WLD,TIMSS,2007,0,9134,,0,CAN,Canadian Province
WLD,TIMSS,2007,0,9135,,0,CAN,Canadian Province
WLD,TIMSS,2007,0,12500,,0,USA,US some state
WLD,TIMSS,2007,0,12700,,0,USA,US some state
WLD,TIMSS,2011,0,31,,1,AZE,
WLD,TIMSS,2011,0,36,,1,AUS,
WLD,TIMSS,2011,0,40,,1,AUT,
WLD,TIMSS,2011,0,48,,1,BHR,
WLD,TIMSS,2011,0,51,,1,ARM,
WLD,TIMSS,2011,0,72,,1,BWA,
WLD,TIMSS,2011,0,152,,1,CHL,
WLD,TIMSS,2011,0,158,,0,TWN,Taiwan
WLD,TIMSS,2011,0,191,,1,HRV,
WLD,TIMSS,2011,0,203,,1,CZE,
WLD,TIMSS,2011,0,208,,1,DNK,
WLD,TIMSS,2011,0,246,,1,FIN,
WLD,TIMSS,2011,0,268,,1,GEO,
WLD,TIMSS,2011,0,275,,1,PSE,
WLD,TIMSS,2011,0,276,,1,DEU,
WLD,TIMSS,2011,0,288,,1,GHA,
WLD,TIMSS,2011,0,340,,1,HND,
WLD,TIMSS,2011,0,344,,1,HKG,
WLD,TIMSS,2011,0,348,,1,HUN,
WLD,TIMSS,2011,0,360,,1,IDN,
WLD,TIMSS,2011,0,364,,1,IRN,
WLD,TIMSS,2011,0,372,,1,IRL,
WLD,TIMSS,2011,0,376,,1,ISR,
WLD,TIMSS,2011,0,380,,1,ITA,
WLD,TIMSS,2011,0,392,,1,JPN,
WLD,TIMSS,2011,0,398,,1,KAZ,
WLD,TIMSS,2011,0,400,,1,JOR,
WLD,TIMSS,2011,0,410,,1,KOR,
WLD,TIMSS,2011,0,414,,1,KWT,
WLD,TIMSS,2011,0,422,,1,LBN,
WLD,TIMSS,2011,0,440,,1,LTU,
WLD,TIMSS,2011,0,458,,1,MYS,
WLD,TIMSS,2011,0,470,,1,MLT,
WLD,TIMSS,2011,0,504,,1,MAR,
WLD,TIMSS,2011,0,512,,1,OMN,
WLD,TIMSS,2011,0,528,,1,NLD,
WLD,TIMSS,2011,0,554,,1,NZL,
WLD,TIMSS,2011,0,578,,1,NOR,
WLD,TIMSS,2011,0,616,,1,POL,
WLD,TIMSS,2011,0,620,,1,PRT,
WLD,TIMSS,2011,0,634,,1,QAT,
WLD,TIMSS,2011,0,642,,1,ROU,
WLD,TIMSS,2011,0,643,,1,RUS,
WLD,TIMSS,2011,0,682,,1,SAU,
WLD,TIMSS,2011,0,688,,1,SRB,
WLD,TIMSS,2011,0,702,,1,SGP,
WLD,TIMSS,2011,0,703,,1,SVK,
WLD,TIMSS,2011,0,705,,1,SVN,
WLD,TIMSS,2011,0,710,,1,ZAF,
WLD,TIMSS,2011,0,724,,1,ESP,
WLD,TIMSS,2011,0,752,,1,SWE,
WLD,TIMSS,2011,0,760,,1,SYR,
WLD,TIMSS,2011,0,764,,1,THA,
WLD,TIMSS,2011,0,784,,1,ARE,Emirates country
WLD,TIMSS,2011,0,788,,1,TUN,
WLD,TIMSS,2011,0,792,,1,TUR,
WLD,TIMSS,2011,0,804,,1,UKR,
WLD,TIMSS,2011,0,807,,1,MKD,
WLD,TIMSS,2011,0,840,,1,USA,
WLD,TIMSS,2011,0,887,,1,YEM,Yemen grade 4
WLD,TIMSS,2011,0,926,,1,GBR,England/Scotland/N.Ireland
WLD,TIMSS,2011,0,928,,1,GBR,England/Scotland/N.Ireland
WLD,TIMSS,2011,0,956,,1,BEL,
WLD,TIMSS,2011,0,6887,,1,YEM,Yemen grade 6
WLD,TIMSS,2011,0,7841,,0,ARE,Emirates some city
WLD,TIMSS,2011,0,7842,,0,ARE,Emirates some city
WLD,TIMSS,2011,0,9132,,0,CAN,Canadian Province
WLD,TIMSS,2011,0,9133,,0,CAN,Canadian Province
WLD,TIMSS,2011,0,9134,,0,CAN,Canadian Province
WLD,TIMSS,2015,0,36,,1,AUS,
WLD,TIMSS,2015,0,48,,1,BHR,
WLD,TIMSS,2015,0,51,,1,ARM,
WLD,TIMSS,2015,0,72,,1,BWA,
WLD,TIMSS,2015,0,100,,1,BGR,
WLD,TIMSS,2015,0,124,,1,CAN,Canada - country
WLD,TIMSS,2015,0,152,,1,CHL,
WLD,TIMSS,2015,0,158,,0,TWN,Taiwan
WLD,TIMSS,2015,0,191,,1,HRV,
WLD,TIMSS,2015,0,196,,1,CYP,
WLD,TIMSS,2015,0,203,,1,CZE,
WLD,TIMSS,2015,0,208,,1,DNK,
WLD,TIMSS,2015,0,246,,1,FIN,
WLD,TIMSS,2015,0,250,,1,FRA,
WLD,TIMSS,2015,0,268,,1,GEO,
WLD,TIMSS,2015,0,276,,1,DEU,
WLD,TIMSS,2015,0,344,,1,HKG,
WLD,TIMSS,2015,0,348,,1,HUN,
WLD,TIMSS,2015,0,360,,1,IDN,
WLD,TIMSS,2015,0,364,,1,IRN,
WLD,TIMSS,2015,0,372,,1,IRL,
WLD,TIMSS,2015,0,376,,1,ISR,
WLD,TIMSS,2015,0,380,,1,ITA,
WLD,TIMSS,2015,0,392,,1,JPN,
WLD,TIMSS,2015,0,398,,1,KAZ,
WLD,TIMSS,2015,0,400,,1,JOR,
WLD,TIMSS,2015,0,410,,1,KOR,
WLD,TIMSS,2015,0,414,,1,KWT,
WLD,TIMSS,2015,0,422,,1,LBN,
WLD,TIMSS,2015,0,440,,1,LTU,
WLD,TIMSS,2015,0,458,,1,MYS,
WLD,TIMSS,2015,0,470,,1,MLT,
WLD,TIMSS,2015,0,504,,1,MAR,
WLD,TIMSS,2015,0,512,,1,OMN,
WLD,TIMSS,2015,0,528,,1,NLD,
WLD,TIMSS,2015,0,554,,1,NZL,
WLD,TIMSS,2015,0,578,,1,NOR,Norway grades 5 & 9
WLD,TIMSS,2015,0,616,,1,POL,
WLD,TIMSS,2015,0,620,,1,PRT,
WLD,TIMSS,2015,0,634,,1,QAT,
WLD,TIMSS,2015,0,643,,1,RUS,
WLD,TIMSS,2015,0,682,,1,SAU,
WLD,TIMSS,2015,0,688,,1,SRB,
WLD,TIMSS,2015,0,702,,1,SGP,
WLD,TIMSS,2015,0,703,,1,SVK,
WLD,TIMSS,2015,0,705,,1,SVN,
WLD,TIMSS,2015,0,710,,1,ZAF,
WLD,TIMSS,2015,0,724,,1,ESP,
WLD,TIMSS,2015,0,752,,1,SWE,
WLD,TIMSS,2015,0,764,,1,THA,
WLD,TIMSS,2015,0,784,,1,ARE,Emirates country
WLD,TIMSS,2015,0,792,,1,TUR,
WLD,TIMSS,2015,0,818,,1,EGY,
WLD,TIMSS,2015,0,840,,1,USA,
WLD,TIMSS,2015,0,926,,1,GBR,England/Scotland/N.Ireland
WLD,TIMSS,2015,0,928,,1,GBR,England/Scotland/N.Ireland
WLD,TIMSS,2015,0,956,,1,BEL,
WLD,TIMSS,2015,0,5784,,1,NOR,Norway grade 4
WLD,TIMSS,2015,0,5788,,1,NOR,Norway grade 8
WLD,TIMSS,2015,0,7841,,0,ARE,"Emirates, cities"
WLD,TIMSS,2015,0,7842,,0,ARE,"Emirates, cities"
WLD,TIMSS,2015,0,9132,,0,CAN,Canadian Province
WLD,TIMSS,2015,0,9133,,0,CAN,Canadian Province
WLD,TIMSS,2015,0,32001,,0,ARG,Buenos Aires only
WLD,TIMSS,2019,0,8,,1,ALB,
WLD,TIMSS,2019,0,31,,1,AZE,
WLD,TIMSS,2019,0,36,,1,AUS,
WLD,TIMSS,2019,0,40,,1,AUT,
WLD,TIMSS,2019,0,48,,1,BHR,
WLD,TIMSS,2019,0,51,,1,ARM,
WLD,TIMSS,2019,0,70,,1,BIH,
WLD,TIMSS,2019,0,100,,1,BGR,
WLD,TIMSS,2019,0,124,,1,CAN,
WLD,TIMSS,2019,0,152,,1,CHL,
WLD,TIMSS,2019,0,158,,0,TWN,Chinese Taipei
WLD,TIMSS,2019,0,191,,1,HRV,
WLD,TIMSS,2019,0,196,,1,CYP,
WLD,TIMSS,2019,0,203,,1,CZE,
WLD,TIMSS,2019,0,208,,1,DNK,
WLD,TIMSS,2019,0,246,,1,FIN,
WLD,TIMSS,2019,0,250,,1,FRA,
WLD,TIMSS,2019,0,268,,1,GEO,
WLD,TIMSS,2019,0,276,,1,DEU,
WLD,TIMSS,2019,0,344,,1,HKG,
WLD,TIMSS,2019,0,348,,1,HUN,
WLD,TIMSS,2019,0,364,,1,IRN,
WLD,TIMSS,2019,0,372,,1,IRL,
WLD,TIMSS,2019,0,376,,1,ISR,
WLD,TIMSS,2019,0,380,,1,ITA,
WLD,TIMSS,2019,0,392,,1,JPN,
WLD,TIMSS,2019,0,398,,1,KAZ,
WLD,TIMSS,2019,0,400,,1,JOR,
WLD,TIMSS,2019,0,410,,1,KOR,
WLD,TIMSS,2019,0,411,,1,XKX,
WLD,TIMSS,2019,0,414,,1,KWT,
WLD,TIMSS,2019,0,422,,1,LBN,
WLD,TIMSS,2019,0,428,,1,LVA,
WLD,TIMSS,2019,0,440,,1,LTU,
WLD,TIMSS,2019,0,458,,1,MYS,
WLD,TIMSS,2019,0,470,,1,MLT,
WLD,TIMSS,2019,0,499,,1,MNE,
WLD,TIMSS,2019,0,504,,1,MAR,
WLD,TIMSS,2019,0,512,,1,OMN,
WLD,TIMSS,2019,0,528,,1,NLD,
WLD,TIMSS,2019,0,554,,1,NZL,
WLD,TIMSS,2019,0,578,,1,NOR,
WLD,TIMSS,2019,0,586,,1,PAK,
WLD,TIMSS,2019,0,608,,1,PHL,
WLD,TIMSS,2019,0,616,,1,POL,
WLD,TIMSS,2019,0,620,,1,PRT,
WLD,TIMSS,2019,0,634,,1,QAT,
WLD,TIMSS,2019,0,642,,1,ROM,
WLD,TIMSS,2019,0,643,,1,RUS,
WLD,TIMSS,2019,0,682,,1,SAU,
WLD,TIMSS,2019,0,688,,1,SRB,
WLD,TIMSS,2019,0,702,,1,SGP,
WLD,TIMSS,2019,0,703,,1,SVK,
WLD,TIMSS,2019,0,710,,1,ZAF,
WLD,TIMSS,2019,0,724,,1,ESP,
WLD,TIMSS,2019,0,752,,1,SWE,
WLD,TIMSS,2019,0,784,,1,ARE,
WLD,TIMSS,2019,0,792,,1,TUR,
WLD,TIMSS,2019,0,807,,1,MKD,
WLD,TIMSS,2019,0,818,,1,EGY,
WLD,TIMSS,2019,0,840,,1,USA,
WLD,TIMSS,2019,0,926,,1,ENG,
WLD,TIMSS,2019,0,928,,1,NIR,
WLD,TIMSS,2019,0,956,,1,BFL,
WLD,TIMSS,2019,0,7841,,0,ADU,"Dubai, UAE"
WLD,TIMSS,2019,0,7842,,0,AAD,"Abu Dhabi, UAE"
WLD,TIMSS,2019,0,9132,,0,COT,"Ontario, Canada"
WLD,TIMSS,2019,0,9133,,0,CQU,"Quebec, Canada"
WLD,TIMSS,2019,0,643001,,0,RMO,"Moscow City, Russian Fed."
WLD,TIMSS,2019,0,710003,,0,ZGT,"Gauteng, RSA"
WLD,TIMSS,2019,0,710004,,0,ZWC,"Western Cape, RSA"
WLD,TIMSS,2019,0,724005,,0,EMA,"Madrid, Spain"
LAC,LLECE-T,2013,0,32,,1,ARG,
LAC,LLECE-T,2013,0,76,,1,BRA,
LAC,LLECE-T,2013,0,152,,1,CHL,
LAC,LLECE-T,2013,0,170,,1,COL,
LAC,LLECE-T,2013,0,188,,1,CRI,
LAC,LLECE-T,2013,0,214,,1,DOM,
LAC,LLECE-T,2013,0,218,,1,ECU,
LAC,LLECE-T,2013,0,320,,1,GTM,
LAC,LLECE-T,2013,0,340,,1,HND,
LAC,LLECE-T,2013,0,484,,1,MEX,"Mexico, country"
LAC,LLECE-T,2013,0,558,,1,NIC,
LAC,LLECE-T,2013,0,591,,1,PAN,
LAC,LLECE-T,2013,0,600,,1,PRY,
LAC,LLECE-T,2013,0,604,,1,PER,
LAC,LLECE-T,2013,0,858,,1,URY,
LAC,LLECE-T,2013,0,4841,,0,MEX,"Mexico, subset (Nueva Leon)"
